,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
165,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
166,35,674,253,399,19,42,656,255,505,44,0,59,646,39,387,185,162,452,18,87,561,54,629,535,166,663,653,407,409,126,323,703,357,491,99,603,37,540,180,631
167,82,75,78,35,98,253,19,96,185,97,42,36,399,44,39,126,18,64,41,60,115,95,62,54,204,128,25,162,117,232,12,37,65,387,59,238,255,674,389,66
168,35,674,253,399,19,42,255,44,656,59,0,505,39,387,162,185,87,18,452,561,54,629,166,535,126,37,603,99,409,390,491,357,180,407,305,631,323,219,663,1055
169,35,674,505,253,399,656,42,0,19,44,255,59,39,452,387,162,87,18,284,185,385,629,561,535,491,407,603,357,54,631,663,731,851,409,1055,305,703,635,166,534
170,19,35,12,253,126,39,44,42,399,255,162,59,18,185,452,387,505,87,407,674,54,0,535,117,409,21,561,98,190,219,41,128,656,357,498,323,389,629,232,48
171,253,35,235,399,162,42,255,19,0,674,44,656,39,59,30,505,18,166,87,387,219,452,409,190,561,535,232,185,126,305,323,631,407,117,99,180,271,37,189,96
172,35,674,255,253,399,0,42,656,19,505,44,612,59,387,162,39,452,948,18,87,629,185,535,99,561,978,407,491,851,703,54,357,531,603,631,731,1055,635,653,305
173,399,35,387,132,253,129,44,0,674,42,19,505,103,59,255,656,39,87,491,18,162,452,407,357,185,389,409,126,534,54,166,37,629,189,168,400,305,99,603,448
174,35,0,674,561,253,535,631,656,219,505,44,19,399,42,1055,59,452,255,162,387,705,39,115,425,737,629,703,18,87,516,409,553,407,491,357,878,826,185,851,653
175,83,35,389,162,253,170,19,41,115,44,18,87,42,65,96,133,357,117,39,185,128,255,208,59,127,64,323,126,54,102,452,124,168,232,48,36,60,656,227,262
176,35,42,19,253,162,59,44,0,674,387,18,399,656,505,452,255,126,409,39,37,631,703,185,219,87,305,851,407,233,232,168,128,357,535,629,491,635,561,54,731
177,405,35,399,253,0,59,674,19,505,407,409,87,379,39,42,44,561,255,18,535,534,686,162,452,852,387,755,406,211,731,147,603,656,593,401,705,389,570,600,115
178,253,674,35,629,0,399,656,42,505,255,59,162,19,44,725,39,848,452,494,387,872,593,18,561,851,87,635,631,603,703,535,653,846,166,491,726,407,534,663,185
179,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
180,13,0,35,631,253,399,656,674,42,1077,1055,561,1169,39,1117,1171,851,59,1051,19,491,932,1098,255,357,452,505,827,943,535,1138,409,37,940,87,686,1118,991,1168,629
181,274,35,42,399,253,59,185,32,19,44,162,23,0,387,305,452,389,407,54,535,357,631,255,505,323,39,189,219,409,534,271,180,653,18,132,703,235,656,1055,128
182,19,126,35,253,282,42,44,666,39,162,185,255,59,452,505,399,674,0,387,18,407,87,54,117,409,535,561,656,128,21,219,41,357,389,180,323,498,629,271,132
183,338,35,87,54,42,132,674,255,535,117,629,407,32,491,387,162,18,339,357,0,147,44,253,505,19,452,219,14,877,658,514,85,315,320,852,271,1010,59,102,39
184,731,740,737,35,616,674,587,0,656,253,505,399,452,703,631,42,255,19,851,561,629,603,59,44,387,653,162,635,87,663,407,705,535,745,612,707,748,583,39,726
185,521,35,339,505,535,523,452,59,785,18,656,448,536,236,983,612,271,0,399,253,674,629,740,701,516,172,678,357,99,146,703,491,871,383,98,1051,643,19,635,407
186,990,35,0,326,656,505,674,42,37,981,629,877,851,932,407,1000,253,978,452,166,726,305,991,1010,44,1117,255,945,1007,399,357,162,948,983,612,1118,713,59,603,185
187,505,35,778,780,674,452,44,656,399,0,42,253,59,255,39,535,387,407,19,87,491,162,629,357,703,851,18,653,686,731,663,1055,185,631,561,705,409,54,323,718
188,612,35,452,42,44,0,653,674,253,387,505,162,357,407,656,399,491,629,703,255,19,593,87,535,39,323,686,270,1055,583,409,581,685,513,321,18,607,655,945,115
189,35,253,0,44,656,452,42,162,674,399,505,19,59,255,407,357,387,629,39,535,18,653,87,323,185,305,491,612,117,233,448,54,593,561,235,270,409,877,37,126
190,35,674,629,253,399,656,0,59,505,19,42,44,255,875,39,387,452,895,162,87,18,561,185,635,593,603,703,535,54,1055,663,851,631,407,491,877,166,653,731,357
191,44,59,35,42,253,387,505,39,656,0,18,19,87,674,452,399,357,491,255,162,37,629,407,185,54,535,166,469,126,409,270,603,1055,593,323,389,703,117,686,448
192,35,674,99,253,399,255,42,19,0,44,656,59,505,39,162,387,18,185,87,452,54,561,166,629,491,37,126,535,357,409,305,603,180,323,219,407,168,631,128,663
193,35,59,674,253,399,132,0,42,19,656,648,44,255,505,39,18,387,87,162,452,185,629,54,126,491,561,357,535,407,409,37,166,603,180,168,1055,635,219,99,663
194,0,35,731,875,841,674,656,253,399,42,59,505,255,44,851,1055,852,452,804,1077,19,682,877,387,631,629,561,603,932,18,703,635,534,943,878,491,162,653,535,726
195,19,35,126,157,253,66,44,472,42,878,162,452,399,152,39,0,505,674,185,387,255,407,59,18,87,323,128,54,656,535,37,41,389,115,653,357,491,305,561,117
196,185,162,35,653,54,389,115,253,42,48,851,102,44,19,157,452,41,674,450,505,255,399,39,128,387,0,37,357,500,407,18,59,233,170,656,323,532,65,581,25
197,399,44,35,631,42,253,270,0,943,674,321,505,387,656,39,19,59,357,255,162,452,18,491,87,407,37,166,185,535,323,603,629,54,612,305,534,561,409,703,653
198,878,867,0,35,969,674,253,255,19,656,877,399,42,851,387,505,44,852,59,875,631,804,731,1010,880,871,452,603,629,703,848,491,869,895,939,535,948,305,826,1055
199,18,35,126,416,188,516,253,19,878,42,59,0,656,44,674,505,869,399,87,39,255,387,452,162,37,407,629,535,491,357,561,166,603,448,219,185,851,534,870,389
200,836,837,35,0,877,715,852,44,674,827,452,851,399,19,707,629,826,871,873,631,656,255,253,42,867,703,534,786,804,796,407,740,635,868,731,505,387,718,795,593
201,0,305,35,758,253,656,399,674,42,44,505,59,255,1077,387,452,19,840,18,804,1055,629,357,162,37,852,39,407,491,87,877,561,631,534,851,943,703,635,653,535
202,0,35,253,656,399,674,42,1077,59,44,255,1055,505,18,804,877,387,943,852,534,1098,631,452,561,1010,19,491,357,37,1117,851,629,799,932,162,87,13,39,731,612
203,35,674,253,399,211,0,19,42,1010,255,656,59,44,505,758,39,387,18,162,185,87,452,629,535,126,561,54,166,491,603,357,635,631,99,37,1055,851,305,409,219
204,629,409,593,35,726,65,656,253,0,44,674,864,59,19,42,153,399,505,452,39,561,387,255,87,162,635,881,703,18,185,357,932,389,535,612,448,491,37,54,631
205,35,674,253,399,98,19,42,44,255,59,656,505,39,0,68,387,87,162,18,185,452,126,54,561,166,99,37,535,629,357,491,409,168,305,603,323,128,407,389,41
206,995,35,0,674,399,561,656,255,505,59,253,731,42,409,534,603,452,629,387,19,87,162,491,956,1118,878,877,357,852,1055,189,631,707,703,558,238,1077,1073,990,44
207,1073,872,0,35,656,253,851,873,1055,674,19,871,42,162,59,877,853,452,653,1112,629,409,255,731,703,505,561,848,932,102,827,1138,852,44,1051,185,305,219,128,399
208,385,35,399,19,253,409,59,505,608,42,18,87,491,561,39,448,656,255,674,162,387,232,305,616,450,389,357,44,383,603,0,593,65,273,98,452,213,120,219,166
209,399,35,253,0,674,42,505,656,59,255,19,387,491,87,44,39,224,534,18,162,189,603,407,561,448,409,629,166,99,631,852,37,452,607,357,405,1077,185,715,635
210,806,478,818,800,805,35,0,674,253,42,629,804,795,59,593,452,505,399,44,162,656,18,561,255,323,387,703,19,407,794,705,871,726,37,932,715,185,631,799,189
211,62,188,224,35,274,399,253,42,19,162,44,246,0,39,59,387,255,189,505,18,87,674,656,185,126,37,305,357,54,491,323,535,232,452,23,166,407,128,238,534
212,452,233,35,316,286,407,44,162,253,505,227,19,185,42,357,387,39,389,656,674,59,491,0,653,399,54,87,323,409,255,18,561,305,41,612,581,36,128,126,425
213,399,603,35,253,674,0,42,505,656,59,255,44,387,19,491,39,18,87,534,561,162,629,452,189,407,409,224,448,635,631,653,166,238,852,703,607,715,357,185,99
214,253,35,99,211,204,399,255,162,42,82,19,0,674,44,18,38,39,59,656,505,387,166,87,232,185,126,190,219,323,561,96,409,117,491,189,271,452,305,238,37
215,399,35,715,339,253,710,0,674,646,656,505,42,695,255,44,19,59,387,162,452,39,87,491,18,703,629,407,534,357,561,631,603,653,409,99,448,731,37,535,189
216,35,19,59,253,674,399,42,44,232,653,41,185,98,39,0,255,505,190,656,162,18,452,387,87,23,126,54,389,357,431,407,561,128,409,273,629,60,535,491,117
217,1171,35,0,656,1169,399,13,1181,1077,1055,1117,253,1186,1051,505,1098,1167,42,44,674,715,852,631,851,629,19,1073,948,878,9,1069,5,875,387,1076,255,635,1159,877,1103
218,35,42,44,19,59,253,185,18,387,87,399,674,37,39,0,505,255,162,656,452,305,48,54,189,357,407,23,126,157,491,535,166,323,41,128,629,188,450,389,409
219,35,253,452,674,399,535,42,19,0,505,44,255,656,162,59,731,39,238,387,62,18,87,407,185,357,616,561,398,491,126,166,629,232,603,653,494,323,631,409,703
220,668,671,808,35,674,656,253,399,505,0,631,653,663,39,707,42,452,387,561,740,629,686,731,19,44,635,690,719,804,676,703,643,255,726,59,535,715,610,603,655
221,1187,35,656,0,668,535,973,253,690,19,189,409,448,182,852,869,631,395,255,718,703,705,848,834,956,878,798,806,610,18,264,408,224,853,593,978,674,686,452,844
222,253,35,399,162,0,255,42,19,674,656,18,59,44,505,39,166,387,561,409,87,219,323,126,452,189,99,190,271,232,235,603,185,117,180,305,631,270,407,629,37
223,117,128,35,208,253,16,19,783,666,75,185,44,42,162,897,74,41,0,21,115,102,674,219,399,18,126,39,255,54,452,59,387,389,409,505,48,233,96,25,656
224,35,674,253,399,115,235,42,19,44,162,255,59,39,505,0,656,185,387,208,163,18,87,452,54,166,126,156,37,535,137,389,219,41,357,409,561,407,168,48,491
225,18,219,35,499,253,133,42,19,59,1112,44,399,656,255,162,0,87,117,39,505,674,561,387,409,21,357,452,535,185,37,407,389,54,271,48,233,126,180,631,190
226,98,35,112,510,12,19,78,60,253,44,75,42,523,399,172,541,674,387,39,696,0,255,162,18,15,59,505,128,452,232,117,185,126,87,535,389,97,656,65,54
227,656,59,18,35,593,726,0,253,715,42,629,674,44,505,399,87,452,19,39,255,434,387,491,357,162,535,932,37,703,407,635,804,603,561,1055,416,631,448,469,126
228,185,561,653,35,660,42,41,253,674,452,19,44,54,162,0,505,399,656,255,39,128,233,387,409,23,25,357,703,389,535,323,59,37,407,629,36,663,603,612,219
229,35,233,407,157,216,253,452,44,162,19,42,387,286,399,173,505,39,185,403,357,389,59,255,95,227,0,674,54,323,87,305,656,126,219,18,115,41,232,409,128
230,851,778,35,0,1035,674,1008,255,253,656,44,505,399,1113,42,452,162,703,745,653,19,1146,1141,59,185,1117,629,877,852,561,39,1000,705,535,1055,491,804,1077,631,827
231,42,162,35,323,253,168,44,238,97,19,399,0,339,452,505,387,39,255,357,59,185,674,18,37,656,87,54,166,407,491,305,270,535,102,126,232,115,581,389,48
232,970,1027,35,0,656,59,42,956,44,978,162,409,452,983,185,995,989,19,981,253,1051,505,387,1055,944,39,1021,945,877,942,674,491,323,940,991,612,83,703,946,873
233,269,35,81,134,253,305,19,162,534,44,399,255,656,42,0,18,59,126,535,23,39,140,491,189,168,323,238,387,232,115,87,132,48,674,216,389,128,166,219,230
234,0,399,35,44,37,253,42,1077,189,674,656,59,715,505,387,19,18,255,39,452,357,491,87,162,469,407,864,185,33,629,983,534,1055,603,631,305,54,166,535,323
235,932,35,0,726,656,59,875,253,674,42,983,44,561,629,399,948,491,505,755,593,1077,804,851,1055,945,943,635,416,878,978,940,686,631,895,869,603,387,740,1098,852
236,584,35,399,674,253,505,603,59,635,255,656,628,387,534,18,852,561,19,42,629,452,581,0,600,407,39,552,305,731,479,44,686,715,631,27,416,692,553,559,884
237,790,680,628,35,674,253,653,0,584,656,635,629,731,561,399,59,162,603,387,643,753,168,42,841,166,189,631,271,534,851,452,705,255,804,139,707,612,567,692,593
238,629,434,35,656,593,59,674,505,726,253,452,42,44,87,399,0,39,635,255,448,19,387,535,18,653,877,162,603,407,703,357,612,631,561,416,663,686,491,643,804
239,85,35,147,399,253,44,19,87,37,0,88,99,39,629,21,117,42,32,59,185,535,235,18,255,162,54,491,132,126,90,783,387,151,168,262,23,305,674,452,183
240,851,1077,166,35,607,0,253,674,399,42,656,44,505,1017,255,19,162,39,387,452,18,59,1055,629,631,703,635,653,357,491,535,561,305,185,612,731,603,87,686,932
241,452,35,22,78,407,505,19,599,42,44,253,59,357,674,162,656,39,491,73,87,98,0,185,399,387,18,409,255,535,561,117,653,126,54,612,389,629,232,128,233
242,35,59,39,185,561,87,387,19,253,44,42,126,357,233,399,505,452,162,448,0,656,674,180,18,255,21,425,96,36,62,407,409,54,491,535,389,219,629,125,41
243,35,253,674,42,656,44,505,59,0,452,399,629,19,357,407,535,255,39,387,162,18,1055,87,323,635,593,491,185,561,726,703,168,705,631,851,603,653,54,37,409
244,527,530,35,505,162,42,253,387,44,271,185,581,656,653,39,407,561,115,452,323,399,219,612,513,19,59,37,535,534,0,499,147,425,18,703,685,531,631,646,357
245,674,35,0,399,253,656,505,44,255,59,629,452,561,631,42,663,703,19,635,387,162,851,603,731,39,852,535,534,737,1055,407,648,87,185,692,804,491,18,653,1077
246,253,35,656,387,42,44,0,19,674,399,357,505,323,389,162,452,59,703,255,39,1055,18,157,185,425,407,87,65,491,535,629,653,54,64,305,561,126,873,409,37
247,535,35,505,678,42,19,39,44,656,87,255,674,452,253,357,387,407,0,59,491,399,561,703,162,631,18,653,54,629,235,409,1117,323,593,219,612,498,126,603,166
248,1077,932,35,0,658,253,674,656,59,399,42,44,726,508,1055,505,629,19,851,491,635,387,561,631,1098,452,255,943,39,593,162,755,875,852,983,948,87,534,18,888
249,42,44,37,35,253,0,357,387,39,18,1051,19,505,452,185,399,59,656,162,674,87,491,54,255,407,166,270,535,323,102,48,305,612,264,629,41,128,126,653,115
250,457,35,452,505,59,19,674,399,253,491,42,44,0,407,656,414,643,726,603,18,534,162,323,132,39,409,387,535,635,255,629,166,389,692,593,238,54,270,357,87
251,112,35,98,19,44,42,387,185,12,117,253,54,168,128,255,87,183,238,64,39,124,452,505,18,535,22,232,162,233,323,174,78,0,204,389,305,66,59,126,674
252,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
253,185,233,35,36,222,41,253,44,19,42,162,54,227,452,653,128,387,39,255,64,25,674,399,389,115,23,48,0,96,505,102,59,286,425,37,316,323,126,65,219
254,666,842,892,35,803,674,0,967,456,19,253,656,705,851,561,185,42,703,409,887,873,255,653,505,991,707,48,399,631,871,39,535,389,452,827,745,665,895,731,748
255,895,752,748,35,897,921,674,0,253,505,656,44,629,42,703,705,59,232,19,528,851,452,714,877,399,718,631,561,740,731,387,603,635,162,407,535,653,827,888,737
256,42,35,0,1010,44,1051,1021,948,253,656,674,505,59,399,357,452,18,19,491,37,39,255,387,185,162,54,1159,629,87,407,535,1055,270,166,1077,534,932,949,612,851
257,255,35,82,253,16,19,399,42,18,44,99,0,674,185,505,39,59,162,387,656,536,87,535,357,452,126,37,561,54,491,117,219,629,189,132,190,166,211,48,96
258,216,35,383,401,170,344,389,298,253,44,162,409,19,39,42,399,219,387,674,59,392,255,656,357,18,452,232,505,185,87,233,117,0,407,561,54,535,115,323,168
259,253,399,35,631,323,0,674,42,255,656,505,19,162,44,584,59,387,39,719,18,452,87,491,407,561,603,166,409,629,534,305,185,653,37,535,99,219,357,126,703
260,629,610,35,656,593,674,59,726,253,505,44,635,0,42,399,87,39,452,19,255,653,448,387,535,703,631,603,612,646,18,877,561,648,686,663,643,932,491,804,534
261,561,35,409,253,674,0,656,19,399,219,505,162,705,452,255,553,42,87,500,535,59,491,117,39,357,44,603,629,851,631,703,552,932,707,18,233,499,946,593,516
262,35,1075,1076,33,0,1103,69,399,253,42,1095,674,716,656,644,59,1077,1055,44,505,491,19,603,387,534,18,255,305,629,452,1089,357,1010,852,162,37,1051,1098,87,1096
263,1033,0,35,656,253,535,505,59,42,19,674,956,1055,399,162,1037,255,44,852,1077,878,452,157,851,87,629,603,1098,1054,416,357,1000,166,853,983,1096,189,238,18,269
264,644,35,0,567,189,387,42,653,795,399,716,635,674,581,603,33,904,561,758,731,255,505,534,59,583,491,691,536,660,607,553,62,19,678,584,713,612,23,648,658
265,399,35,534,407,253,0,674,42,452,505,656,665,218,44,19,255,387,347,59,491,39,357,87,18,162,603,535,629,653,189,305,37,323,561,409,166,185,631,612,635
266,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
267,946,945,35,0,947,674,505,42,656,956,59,561,44,948,932,19,940,399,851,942,629,452,253,37,270,357,895,1010,535,612,726,951,944,387,534,162,1000,852,804,1055
268,19,35,553,498,126,253,751,44,39,505,445,42,674,452,399,162,185,387,59,701,255,561,535,407,0,169,656,409,18,763,54,853,87,629,703,117,128,357,491,323
269,399,35,253,0,674,42,505,656,59,255,19,387,491,87,44,39,224,534,18,162,189,603,407,561,448,409,629,166,99,631,852,37,452,607,357,405,1077,185,715,635
270,190,35,253,19,0,59,255,180,219,235,399,117,39,232,44,42,656,96,162,18,409,185,227,505,389,182,234,293,271,251,21,534,204,147,452,323,407,166,37,41
271,1074,1069,1084,35,0,656,1055,253,1077,674,505,1051,42,629,44,1117,19,1118,59,399,1021,561,726,1076,1098,932,1073,1085,18,1075,851,703,357,162,740,39,491,1103,603,827
272,607,35,399,253,674,505,19,631,162,635,0,653,387,612,39,593,255,603,42,452,44,629,600,656,851,59,581,804,514,513,599,407,703,663,686,705,785,18,610,648
273,488,59,35,253,494,162,581,653,387,44,505,457,270,277,491,726,513,499,323,495,827,62,514,484,425,0,942,534,731,392,656,23,685,629,492,284,482,655,389,189
274,162,233,35,253,581,44,19,452,42,185,227,387,39,255,674,399,115,0,505,54,18,166,41,102,213,126,561,389,59,409,656,36,491,514,117,407,653,271,219,316
275,1009,1010,973,505,0,656,253,674,19,995,851,1073,1007,948,895,991,561,981,514,516,707,945,35,804,491,635,864,271,255,1002,305,940,59,990,999,872,416,826,946,690
276,656,35,284,0,674,253,629,505,399,42,59,44,255,18,452,39,87,387,1055,804,703,561,491,635,162,631,448,535,357,851,19,932,731,655,686,534,603,407,262,593
277,869,35,0,674,932,868,629,505,39,452,875,59,877,895,871,686,253,864,880,873,656,851,956,804,878,867,847,870,1055,448,535,707,852,42,255,865,983,846,653,752
278,35,253,399,674,42,19,505,162,452,18,561,44,0,87,656,59,255,629,39,409,126,387,603,448,407,357,1055,185,535,491,37,54,705,21,166,219,631,703,653,612
279,189,35,889,399,644,0,253,255,42,387,674,59,534,37,656,44,162,505,18,19,185,852,603,39,635,452,305,491,224,54,323,180,23,62,99,12,235,407,157,188
280,99,431,35,255,253,399,162,42,19,485,44,18,0,674,656,387,389,39,491,409,505,59,87,561,452,105,232,54,535,407,629,305,21,166,126,357,168,219,323,189
281,877,880,1075,35,0,656,674,620,59,399,253,505,42,629,452,44,255,19,851,940,895,387,852,1055,491,18,871,804,407,561,162,1077,653,786,603,847,867,87,323,535
282,561,117,35,583,253,19,409,219,162,674,399,390,0,656,44,42,505,452,59,21,255,39,87,18,705,535,387,603,703,389,357,491,629,126,553,631,407,233,180,185
283,690,35,674,262,505,656,703,686,399,0,42,631,646,452,19,44,253,612,731,705,629,407,668,535,653,68,59,387,676,678,737,608,701,357,715,648,707,685,168,323
284,491,99,35,255,399,42,253,44,505,0,59,387,452,162,656,674,18,357,19,534,39,535,407,513,87,561,323,629,270,703,37,166,305,54,1051,448,409,271,128,531
285,32,274,35,496,253,399,42,132,18,19,39,674,656,505,44,59,162,255,452,23,87,185,0,54,180,407,387,535,534,271,189,357,389,117,219,409,99,305,631,653
286,0,44,37,35,42,253,656,674,399,387,39,505,18,59,19,357,452,255,162,87,185,491,407,1077,54,1055,323,629,631,305,535,166,612,270,264,534,126,804,653,877
287,560,35,674,407,19,648,452,399,656,132,603,582,18,643,448,612,658,635,561,479,505,62,977,39,587,957,1180,605,450,663,106,492,1055,494,248,202,166,115,322,616
288,35,399,674,253,99,117,42,255,19,44,0,162,59,656,505,39,387,18,80,383,87,452,185,409,213,491,54,88,561,219,357,166,407,629,126,37,389,21,305,535
289,943,914,0,35,919,984,966,399,674,961,656,253,534,44,42,1077,1010,491,932,877,629,956,255,1055,851,804,59,852,703,942,896,948,18,505,871,978,973,603,631,925
290,35,253,42,44,255,674,87,399,19,535,0,54,505,409,39,656,59,162,387,18,305,452,357,185,37,407,491,561,629,166,323,99,219,126,778,389,499,448,653,270
291,35,253,0,674,44,255,162,42,399,19,185,18,505,656,87,59,452,387,39,407,535,37,126,409,631,305,357,389,99,54,629,41,491,612,561,635,189,1055,323,132
292,253,42,505,35,44,399,0,674,648,59,656,162,19,255,452,18,39,387,357,407,87,491,185,535,658,629,166,54,37,270,561,323,409,126,603,772,612,653,305,631
293,561,27,35,253,842,674,0,656,409,19,399,42,59,255,87,18,452,44,505,162,705,39,219,851,629,357,387,703,535,491,117,553,631,603,500,932,185,166,407,653
294,87,35,389,238,253,44,42,39,59,274,399,19,344,18,505,387,452,0,162,100,255,409,185,674,448,656,108,357,257,229,535,407,232,54,219,126,37,117,233,323
295,255,35,253,399,99,19,42,0,674,44,505,656,18,387,162,536,59,535,185,39,357,452,87,851,629,219,407,561,323,491,852,534,211,166,37,189,54,117,168,305
296,35,42,19,255,18,87,253,44,232,399,59,39,98,505,162,0,97,96,387,452,674,656,357,185,126,339,535,117,389,37,407,14,54,251,491,561,219,166,99,409
297,42,35,98,44,253,725,0,18,357,399,59,505,19,39,452,656,387,674,255,185,37,162,270,87,407,491,48,487,323,535,54,166,126,128,629,305,102,653,1027,232
298,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
299,653,65,35,185,44,42,41,162,452,253,660,19,674,0,54,612,48,128,389,399,505,656,323,255,629,387,39,357,102,18,407,233,60,685,157,535,635,631,36,115
300,255,35,253,567,388,78,19,0,399,884,674,42,505,656,44,99,162,387,18,59,561,452,39,87,589,535,98,357,534,851,536,629,185,219,232,389,407,603,491,323
301,35,0,656,59,674,253,399,42,505,44,19,255,648,18,39,692,387,629,87,452,162,491,561,185,1055,357,535,407,603,703,126,804,635,37,877,631,409,1077,54,534
302,166,823,35,253,42,44,162,399,0,674,387,656,18,19,122,357,255,59,505,185,270,39,452,37,535,491,305,235,321,48,804,323,27,232,407,603,128,629,41,233
303,561,35,678,685,95,253,674,0,535,656,19,505,42,409,162,452,399,59,255,653,87,44,629,703,357,491,219,1052,39,407,705,18,54,387,233,593,185,603,631,553
304,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
305,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
306,656,35,629,253,635,0,674,238,42,505,399,44,59,516,19,157,616,452,387,39,431,255,665,87,593,162,654,18,653,603,561,703,535,407,570,78,491,631,126,185
307,35,253,42,674,44,656,505,162,452,39,561,387,0,399,19,409,37,59,255,18,357,87,407,612,629,1077,491,185,535,663,54,726,703,653,166,227,631,305,323,233
308,0,42,35,44,253,54,1055,674,656,505,399,270,19,162,387,59,271,357,932,452,182,255,39,18,514,185,718,491,37,65,407,87,535,629,323,305,653,973,166,561
309,230,35,1151,19,253,0,656,44,399,323,357,629,389,42,162,87,305,238,674,233,190,126,59,39,407,168,262,387,873,48,232,271,224,593,251,612,491,631,409,603
310,35,674,505,535,491,253,0,219,656,399,44,42,19,452,59,852,707,561,255,513,162,387,39,629,703,873,499,407,737,516,87,357,631,409,646,183,827,875,18,500
311,19,35,505,39,1055,0,253,42,44,674,656,593,726,399,270,59,452,629,956,255,162,87,785,387,18,826,745,535,357,407,321,491,561,126,185,1007,703,851,54,323
312,725,35,674,42,0,253,39,505,686,653,629,718,1000,452,357,44,656,740,59,255,323,37,851,535,166,18,737,715,895,940,748,19,185,399,726,87,387,603,786,877
313,0,35,612,13,827,674,253,656,399,981,42,1075,44,505,1077,59,452,255,1055,5,925,631,387,851,491,19,561,877,357,653,162,629,804,18,39,703,534,407,1010,1117
314,864,35,0,656,674,851,852,255,629,399,853,39,44,686,59,19,1010,869,827,895,841,877,42,956,703,740,1055,871,505,859,804,718,253,631,846,452,786,896,663,880
315,639,1120,150,35,674,0,629,656,505,42,19,59,44,253,255,561,387,631,409,87,665,643,718,541,399,162,932,705,663,726,635,78,608,653,39,389,491,648,494,851
316,0,19,35,1077,253,674,399,656,42,873,44,701,505,171,655,660,255,387,452,494,39,59,162,126,185,653,629,18,561,407,347,631,535,357,703,851,87,534,491,1055
317,629,877,35,500,656,0,593,674,59,253,44,42,505,726,399,19,452,561,635,255,87,39,387,162,653,703,535,631,54,851,804,357,448,409,407,18,663,513,491,612
318,804,35,0,656,674,44,42,399,253,18,875,59,686,505,629,877,87,452,162,19,851,357,932,255,740,535,715,593,798,561,846,612,1055,943,758,39,726,841,271,270
319,0,399,35,253,674,656,42,505,59,255,44,636,19,387,388,18,495,491,87,39,534,162,452,629,561,1077,603,631,37,357,651,407,1055,852,653,189,99,409,612,635
320,658,691,842,35,674,253,0,19,851,59,452,656,42,561,23,635,705,505,44,399,185,409,162,39,755,648,18,629,631,653,877,663,407,535,255,189,703,873,726,895
321,860,35,216,674,851,629,491,823,948,888,0,42,873,44,872,887,895,903,452,877,170,847,889,162,867,59,884,868,561,678,663,826,631,39,940,945,966,991,919,880
322,253,162,35,631,0,399,674,42,19,44,255,656,505,39,59,452,18,174,387,561,166,185,581,887,409,126,87,219,535,115,323,232,407,117,99,54,357,629,235,305
323,35,674,253,399,0,656,505,19,42,44,255,59,888,39,162,387,848,452,185,561,87,851,18,629,631,535,703,603,54,663,731,407,635,491,887,1055,166,357,877,653
324,942,780,939,35,969,851,0,674,253,505,940,656,951,19,452,827,981,731,646,42,54,44,59,878,1021,703,944,612,629,973,663,873,535,718,653,888,848,740,631,561
325,1169,872,0,35,656,674,253,851,871,1138,1171,13,19,873,59,42,852,731,452,1055,1021,1051,653,877,399,703,1077,255,44,162,848,827,740,505,888,1010,991,847,1103,409
326,409,884,35,561,253,19,399,219,505,674,452,0,383,162,44,387,656,42,87,59,389,357,117,535,407,39,255,126,448,851,631,18,425,705,731,491,233,235,500,271
327,35,0,42,44,255,505,674,253,87,399,656,357,535,59,19,39,452,1055,387,18,804,162,877,407,491,715,629,185,37,54,678,1117,1010,561,323,631,166,703,612,126
328,219,208,35,1112,253,19,117,162,42,409,561,255,21,399,39,656,233,44,674,185,0,389,59,227,260,505,235,18,180,387,357,147,48,535,499,87,190,452,407,216
329,655,634,671,35,674,656,680,253,0,505,452,653,629,399,19,44,42,643,59,162,663,646,703,387,707,603,593,705,612,581,271,631,648,535,731,407,39,561,635,666
330,1055,977,35,0,656,505,674,44,253,1077,59,1051,399,491,1160,1117,255,42,18,387,851,877,19,629,452,1118,940,1021,826,1098,932,407,875,357,603,1010,535,612,703,1073
331,253,399,35,59,37,42,0,674,44,656,255,19,505,18,162,87,39,387,491,452,629,185,189,166,357,407,561,409,126,603,54,534,99,631,323,535,219,305,389,270
